id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
202149-87843,2021-12-11,202149,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,49,75.0,138.0
202150-87843,2021-12-18,202150,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,50,47.0,112.0
202151-87843,2021-12-25,202151,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,51,40.0,85.0
202152-87843,2022-01-01,202152,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,52,14.0,104.0
202201-87843,2022-01-08,202201,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,1,9.0,88.0
202202-87843,2022-01-15,202202,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,2,8.0,231.0
202203-87843,2022-01-22,202203,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,3,45.0,172.0
202204-87843,2022-01-29,202204,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,4,52.0,111.0
202205-87843,2022-02-05,202205,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,5,20.0,116.0
202206-87843,2022-02-12,202206,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,6,18.0,155.0
202207-87843,2022-02-19,202207,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,7,65.0,46.0
202208-87843,2022-02-26,202208,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,8,45.0,56.0
202209-87843,2022-03-05,202209,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,9,81.0,64.0
202210-87843,2022-03-12,202210,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,10,33.0,74.0
202211-87843,2022-03-19,202211,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,11,32.0,67.0
202212-87843,2022-03-26,202212,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,12,29.0,101.0
202213-87843,2022-04-02,202213,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,13,17.0,63.0
202214-87843,2022-04-09,202214,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,14,31.0,84.0
202215-87843,2022-04-16,202215,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,15,30.0,98.0
202216-87843,2022-04-23,202216,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,16,27.0,168.0
202217-87843,2022-04-30,202217,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,17,54.0,141.0
202218-87843,2022-05-07,202218,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,18,79.0,90.0
202219-87843,2022-05-14,202219,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,19,47.0,51.0
202220-87843,2022-05-21,202220,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,20,51.0,44.0
202221-87843,2022-05-28,202221,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,21,27.0,62.0
202222-87843,2022-06-04,202222,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,22,58.0,65.0
202223-87843,2022-06-11,202223,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,23,48.0,108.0
202224-87843,2022-06-18,202224,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,24,25.0,136.0
202225-87843,2022-06-25,202225,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,25,26.0,42.0
202226-87843,2022-07-02,202226,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,26,56.0,206.0
202227-87843,2022-07-09,202227,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,27,38.0,248.0
202228-87843,2022-07-16,202228,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,28,113.0,189.0
202229-87843,2022-07-23,202229,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,29,100.0,137.0
202230-87843,2022-07-30,202230,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,30,91.0,100.0
202231-87843,2022-08-06,202231,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,31,59.0,68.0
202232-87843,2022-08-13,202232,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,32,96.0,79.0
202233-87843,2022-08-20,202233,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,33,46.0,120.0
202234-87843,2022-08-27,202234,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,34,67.0,86.0
202235-87843,2022-09-03,202235,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,35,72.0,41.0
202236-87843,2022-09-10,202236,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,36,47.0,22.0
202237-87843,2022-09-17,202237,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,37,27.0,20.0
202238-87843,2022-09-24,202238,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,38,32.0,30.0
202239-87843,2022-10-01,202239,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,39,102.0,36.0
202240-87843,2022-10-08,202240,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,40,64.0,50.0
202241-87843,2022-10-15,202241,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,41,34.0,74.0
202242-87843,2022-10-22,202242,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,42,73.0,125.0
202243-87843,2022-10-29,202243,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,43,103.0,149.0
202244-87843,2022-11-05,202244,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,44,104.0,82.0
202245-87843,2022-11-12,202245,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,45,80.0,157.0
202246-87843,2022-11-19,202246,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,46,82.0,113.0
202247-87843,2022-11-26,202247,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,47,93.0,71.0
202248-87843,2022-12-03,202248,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,48,53.0,72.0
202249-87843,2022-12-10,202249,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,49,50.0,54.0
202250-87843,2022-12-17,202250,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,50,60.0,68.0
202251-87843,2022-12-24,202251,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,51,88.0,17.0
202252-87843,2022-12-31,202252,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,52,66.0,57.0
202301-87843,2023-01-07,202301,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,1,12.0,68.0
202302-87843,2023-01-14,202302,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,2,48.0,117.0
202303-87843,2023-01-21,202303,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,3,47.0,238.0
202304-87843,2023-01-28,202304,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,4,123.0,165.0
202305-87843,2023-02-04,202305,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,5,95.0,119.0
202306-87843,2023-02-11,202306,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,6,61.0,144.0
202307-87843,2023-02-18,202307,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,7,53.0,147.0
202308-87843,2023-02-25,202308,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,8,120.0,83.0
202309-87843,2023-03-04,202309,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,9,118.0,70.0
202310-87843,2023-03-11,202310,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,10,59.0,96.0
202311-87843,2023-03-18,202311,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,11,167.0,181.0
202312-87843,2023-03-25,202312,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,12,176.0,95.0
202313-87843,2023-04-01,202313,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,13,178.0,126.0
202314-87843,2023-04-08,202314,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,14,119.0,147.0
202315-87843,2023-04-15,202315,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,15,175.0,98.0
202316-87843,2023-04-22,202316,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,16,250.0,82.0
202317-87843,2023-04-29,202317,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,17,178.0,85.0
202318-87843,2023-05-06,202318,87843,0,1,0,0,0,0,0,36,15.6,0,1,0,18,164.0,128.0
202205-89817,2022-02-05,202205,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,5,6.0,69.0
202206-89817,2022-02-12,202206,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,6,37.0,95.0
202207-89817,2022-02-19,202207,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,7,28.0,118.0
202208-89817,2022-02-26,202208,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,8,40.0,136.0
202209-89817,2022-03-05,202209,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,9,30.0,121.0
202210-89817,2022-03-12,202210,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,10,35.0,125.0
202211-89817,2022-03-19,202211,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,11,70.0,91.0
202212-89817,2022-03-26,202212,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,12,50.0,63.0
202213-89817,2022-04-02,202213,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,13,31.0,75.0
202214-89817,2022-04-09,202214,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,14,38.0,134.0
202215-89817,2022-04-16,202215,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,15,27.0,196.0
202216-89817,2022-04-23,202216,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,16,19.0,213.0
202217-89817,2022-04-30,202217,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,17,89.0,145.0
202218-89817,2022-05-07,202218,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,18,24.0,149.0
202219-89817,2022-05-14,202219,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,19,14.0,163.0
202220-89817,2022-05-21,202220,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,20,50.0,134.0
202221-89817,2022-05-28,202221,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,21,8.0,184.0
202222-89817,2022-06-04,202222,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,22,2.0,228.0
202223-89817,2022-06-11,202223,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,23,22.0,230.0
202224-89817,2022-06-18,202224,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,24,28.0,188.0
202225-89817,2022-06-25,202225,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,25,37.0,138.0
202226-89817,2022-07-02,202226,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,26,23.0,116.0
202227-89817,2022-07-09,202227,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,27,47.0,163.0
202228-89817,2022-07-16,202228,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,28,102.0,103.0
202229-89817,2022-07-23,202229,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,29,93.0,108.0
202230-89817,2022-07-30,202230,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,30,174.0,131.0
202231-89817,2022-08-06,202231,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,31,154.0,163.0
202232-89817,2022-08-13,202232,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,32,187.0,156.0
202233-89817,2022-08-20,202233,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,33,134.0,126.0
202234-89817,2022-08-27,202234,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,34,137.0,174.0
202235-89817,2022-09-03,202235,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,35,70.0,240.0
202236-89817,2022-09-10,202236,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,36,72.0,216.0
202237-89817,2022-09-17,202237,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,37,84.0,134.0
202238-89817,2022-09-24,202238,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,38,96.0,77.0
202239-89817,2022-10-01,202239,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,39,63.0,65.0
202240-89817,2022-10-08,202240,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,40,24.0,77.0
202241-89817,2022-10-15,202241,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,41,28.0,94.0
202242-89817,2022-10-22,202242,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,42,26.0,142.0
202243-89817,2022-10-29,202243,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,43,38.0,120.0
202244-89817,2022-11-05,202244,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,44,17.0,172.0
202245-89817,2022-11-12,202245,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,45,34.0,179.0
202246-89817,2022-11-19,202246,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,46,10.0,252.0
202247-89817,2022-11-26,202247,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,47,33.0,220.0
202248-89817,2022-12-03,202248,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,48,10.0,278.0
202249-89817,2022-12-10,202249,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,49,36.0,262.0
202250-89817,2022-12-17,202250,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,50,24.0,259.0
202251-89817,2022-12-24,202251,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,51,37.0,247.0
202252-89817,2022-12-31,202252,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,52,61.0,174.0
202301-89817,2023-01-07,202301,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,1,21.0,135.0
202302-89817,2023-01-14,202302,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,2,17.0,150.0
202303-89817,2023-01-21,202303,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,3,50.0,79.0
202304-89817,2023-01-28,202304,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,4,30.0,31.0
202305-89817,2023-02-04,202305,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,5,19.0,72.0
202306-89817,2023-02-11,202306,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,6,16.0,24.0
202307-89817,2023-02-18,202307,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,7,6.0,76.0
202308-89817,2023-02-25,202308,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,8,8.0,98.0
202309-89817,2023-03-04,202309,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,9,5.0,181.0
202310-89817,2023-03-11,202310,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,10,33.0,140.0
202311-89817,2023-03-18,202311,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,11,8.0,185.0
202312-89817,2023-03-25,202312,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,12,5.0,242.0
202313-89817,2023-04-01,202313,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,13,45.0,234.0
202314-89817,2023-04-08,202314,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,14,25.0,211.0
202315-89817,2023-04-15,202315,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,15,50.0,154.0
202316-89817,2023-04-22,202316,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,16,27.0,141.0
202317-89817,2023-04-29,202317,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,17,18.0,117.0
202318-89817,2023-05-06,202318,89817,0,0,0,0,1,0,0,37,15.6,0,1,0,18,33.0,74.0
202142-91791,2021-10-23,202142,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,42,11.0,164.0
202143-91791,2021-10-30,202143,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,43,1.0,174.0
202144-91791,2021-11-06,202144,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,44,0.0,243.0
202145-91791,2021-11-13,202145,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,45,22.0,252.0
202146-91791,2021-11-20,202146,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,46,36.0,237.0
202147-91791,2021-11-27,202147,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,47,49.0,164.0
202148-91791,2021-12-04,202148,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,48,18.0,143.0
202149-91791,2021-12-11,202149,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,49,25.0,109.0
202150-91791,2021-12-18,202150,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,50,6.0,122.0
202151-91791,2021-12-25,202151,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,51,21.0,116.0
202152-91791,2022-01-01,202152,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,52,4.0,172.0
202201-91791,2022-01-08,202201,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,1,2.0,257.0
202202-91791,2022-01-15,202202,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,2,69.0,158.0
202203-91791,2022-01-22,202203,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,3,23.0,152.0
202204-91791,2022-01-29,202204,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,4,42.0,105.0
202205-91791,2022-02-05,202205,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,5,19.0,124.0
202206-91791,2022-02-12,202206,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,6,24.0,100.0
202207-91791,2022-02-19,202207,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,7,6.0,116.0
202208-91791,2022-02-26,202208,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,8,31.0,149.0
202209-91791,2022-03-05,202209,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,9,23.0,137.0
202210-91791,2022-03-12,202210,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,10,38.0,107.0
202211-91791,2022-03-19,202211,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,11,8.0,144.0
202212-91791,2022-03-26,202212,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,12,14.0,196.0
202213-91791,2022-04-02,202213,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,13,50.0,133.0
202214-91791,2022-04-09,202214,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,14,4.0,151.0
202215-91791,2022-04-16,202215,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,15,9.0,236.0
202216-91791,2022-04-23,202216,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,16,10.0,153.0
202217-91791,2022-04-30,202217,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,17,36.0,133.0
202218-91791,2022-05-07,202218,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,18,26.0,137.0
202219-91791,2022-05-14,202219,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,19,49.0,154.0
202220-91791,2022-05-21,202220,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,20,242.0,198.0
202221-91791,2022-05-28,202221,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,21,131.0,123.0
202222-91791,2022-06-04,202222,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,22,24.0,122.0
202223-91791,2022-06-11,202223,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,23,85.0,113.0
202224-91791,2022-06-18,202224,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,24,73.0,63.0
202225-91791,2022-06-25,202225,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,25,98.0,29.0
202226-91791,2022-07-02,202226,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,26,12.0,14.0
202227-91791,2022-07-09,202227,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,27,8.0,10.0
202228-91791,2022-07-16,202228,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,28,8.0,14.0
202229-91791,2022-07-23,202229,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,29,10.0,31.0
202230-91791,2022-07-30,202230,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,30,7.0,67.0
202231-91791,2022-08-06,202231,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,31,4.0,98.0
202232-91791,2022-08-13,202232,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,32,2.0,144.0
202233-91791,2022-08-20,202233,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,33,32.0,129.0
202234-91791,2022-08-27,202234,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,34,4.0,155.0
202235-91791,2022-09-03,202235,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,35,41.0,97.0
202236-91791,2022-09-10,202236,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,36,12.0,96.0
202237-91791,2022-09-17,202237,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,37,10.0,96.0
202238-91791,2022-09-24,202238,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,38,19.0,104.0
202239-91791,2022-10-01,202239,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,39,15.0,125.0
202240-91791,2022-10-08,202240,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,40,39.0,74.0
202241-91791,2022-10-15,202241,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,41,8.0,68.0
202242-91791,2022-10-22,202242,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,42,8.0,104.0
202243-91791,2022-10-29,202243,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,43,12.0,121.0
202244-91791,2022-11-05,202244,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,44,33.0,120.0
202245-91791,2022-11-12,202245,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,45,13.0,192.0
202246-91791,2022-11-19,202246,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,46,47.0,137.0
202247-91791,2022-11-26,202247,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,47,34.0,104.0
202248-91791,2022-12-03,202248,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,48,10.0,124.0
202249-91791,2022-12-10,202249,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,49,20.0,117.0
202250-91791,2022-12-17,202250,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,50,32.0,114.0
202251-91791,2022-12-24,202251,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,51,19.0,161.0
202252-91791,2022-12-31,202252,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,52,14.0,155.0
202301-91791,2023-01-07,202301,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,1,11.0,204.0
202302-91791,2023-01-14,202302,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,2,72.0,133.0
202303-91791,2023-01-21,202303,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,3,51.0,88.0
202304-91791,2023-01-28,202304,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,4,25.0,88.0
202305-91791,2023-02-04,202305,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,5,9.0,142.0
202306-91791,2023-02-11,202306,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,6,50.0,107.0
202307-91791,2023-02-18,202307,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,7,30.0,86.0
202308-91791,2023-02-25,202308,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,8,22.0,118.0
202309-91791,2023-03-04,202309,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,9,48.0,60.0
202310-91791,2023-03-11,202310,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,10,21.0,42.0
202311-91791,2023-03-18,202311,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,11,8.0,50.0
202312-91791,2023-03-25,202312,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,12,21.0,45.0
202313-91791,2023-04-01,202313,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,13,8.0,70.0
202314-91791,2023-04-08,202314,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,14,13.0,138.0
202315-91791,2023-04-15,202315,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,15,23.0,140.0
202316-91791,2023-04-22,202316,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,16,20.0,183.0
202317-91791,2023-04-29,202317,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,17,14.0,198.0
202318-91791,2023-05-06,202318,91791,0,0,0,0,0,1,0,38,14.0,0,1,0,18,34.0,163.0
202142-92778,2021-10-23,202142,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,42,5.0,53.0
202143-92778,2021-10-30,202143,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,43,75.0,26.0
202144-92778,2021-11-06,202144,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,44,68.0,15.0
202145-92778,2021-11-13,202145,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,45,75.0,18.0
202146-92778,2021-11-20,202146,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,46,48.0,20.0
202147-92778,2021-11-27,202147,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,47,19.0,29.0
202148-92778,2021-12-04,202148,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,48,121.0,59.0
202149-92778,2021-12-11,202149,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,49,91.0,107.0
202150-92778,2021-12-18,202150,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,50,62.0,116.0
202151-92778,2021-12-25,202151,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,51,52.0,113.0
202152-92778,2022-01-01,202152,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,52,107.0,85.0
202201-92778,2022-01-08,202201,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,1,127.0,99.0
202202-92778,2022-01-15,202202,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,2,47.0,172.0
202203-92778,2022-01-22,202203,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,3,50.0,296.0
202204-92778,2022-01-29,202204,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,4,93.0,227.0
202205-92778,2022-02-05,202205,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,5,73.0,170.0
202206-92778,2022-02-12,202206,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,6,136.0,115.0
202207-92778,2022-02-19,202207,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,7,106.0,62.0
202208-92778,2022-02-26,202208,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,8,109.0,47.0
202209-92778,2022-03-05,202209,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,9,145.0,61.0
202210-92778,2022-03-12,202210,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,10,126.0,91.0
202211-92778,2022-03-19,202211,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,11,60.0,96.0
202212-92778,2022-03-26,202212,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,12,92.0,159.0
202213-92778,2022-04-02,202213,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,13,172.0,78.0
202214-92778,2022-04-09,202214,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,14,36.0,45.0
202215-92778,2022-04-16,202215,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,15,33.0,41.0
202216-92778,2022-04-23,202216,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,16,31.0,31.0
202217-92778,2022-04-30,202217,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,17,34.0,41.0
202218-92778,2022-05-07,202218,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,18,27.0,36.0
202219-92778,2022-05-14,202219,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,19,6.0,33.0
202220-92778,2022-05-21,202220,92778,0,1,0,0,0,0,0,39,14.0,0,1,0,20,49.0,14.0
