,id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
3740,202250-112518,2022-12-17,202250,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,50,1.0,13.0
3741,202251-112518,2022-12-24,202251,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,51,68.0,33.0
3742,202252-112518,2022-12-31,202252,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,52,7.0,13.0
3743,202301-112518,2023-01-07,202301,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,1,1.0,7.0
3744,202302-112518,2023-01-14,202302,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,2,121.0,69.0
3745,202303-112518,2023-01-21,202303,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,3,1.0,13.0
3746,202304-112518,2023-01-28,202304,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,4,12.0,88.0
3747,202305-112518,2023-02-04,202305,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,5,2.0,12.0
3748,202306-112518,2023-02-11,202306,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,6,2.0,11.0
3749,202307-112518,2023-02-18,202307,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,7,48.0,98.0
3750,202308-112518,2023-02-25,202308,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,8,0.0,13.0
3751,202309-112518,2023-03-04,202309,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,9,0.0,20.0
3752,202310-112518,2023-03-11,202310,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,10,91.0,77.0
3753,202311-112518,2023-03-18,202311,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,11,0.0,12.0
3754,202312-112518,2023-03-25,202312,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,12,0.0,28.0
3755,202313-112518,2023-04-01,202313,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,13,0.0,101.0
3756,202314-112518,2023-04-08,202314,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,14,0.0,12.0
3757,202315-112518,2023-04-15,202315,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,15,0.0,31.0
3758,202316-112518,2023-04-22,202316,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,16,0.0,102.0
3759,202317-112518,2023-04-29,202317,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,17,0.0,11.0
3760,202318-112518,2023-05-06,202318,112518,0,0,0,1,0,0,0,46,15.6,1,0,0,18,1.0,29.0
3761,202133-114492,2021-08-21,202133,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,33,16.0,164.0
3762,202134-114492,2021-08-28,202134,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,34,0.0,10.0
3763,202135-114492,2021-09-04,202135,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,35,23.0,20.0
3764,202136-114492,2021-09-11,202136,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,36,55.0,81.0
3765,202137-114492,2021-09-18,202137,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,37,5.0,8.0
3766,202138-114492,2021-09-25,202138,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,38,28.0,10.0
3767,202139-114492,2021-10-02,202139,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,39,35.0,38.0
3768,202140-114492,2021-10-09,202140,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,40,0.0,9.0
3769,202141-114492,2021-10-16,202141,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,41,20.0,4.0
3770,202142-114492,2021-10-23,202142,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,42,12.0,19.0
3771,202143-114492,2021-10-30,202143,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,43,0.0,10.0
3772,202144-114492,2021-11-06,202144,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,44,1.0,2.0
3773,202145-114492,2021-11-13,202145,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,45,5.0,11.0
3774,202146-114492,2021-11-20,202146,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,46,1.0,12.0
3775,202147-114492,2021-11-27,202147,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,47,4.0,1.0
3776,202148-114492,2021-12-04,202148,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,48,0.0,11.0
3777,202149-114492,2021-12-11,202149,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,49,0.0,12.0
3778,202150-114492,2021-12-18,202150,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,50,0.0,1.0
3779,202151-114492,2021-12-25,202151,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,51,31.0,18.0
3780,202152-114492,2022-01-01,202152,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,52,0.0,13.0
3781,202201-114492,2022-01-08,202201,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,1,0.0,1.0
3782,202202-114492,2022-01-15,202202,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,2,4.0,38.0
3783,202203-114492,2022-01-22,202203,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,3,0.0,13.0
3784,202204-114492,2022-01-29,202204,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,4,0.0,0.0
3785,202205-114492,2022-02-05,202205,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,5,25.0,46.0
3786,202206-114492,2022-02-12,202206,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,6,137.0,22.0
3787,202207-114492,2022-02-19,202207,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,7,82.0,12.0
3788,202208-114492,2022-02-26,202208,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,8,63.0,9.0
3789,202209-114492,2022-03-05,202209,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,9,44.0,17.5
3790,202210-114492,2022-03-12,202210,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,10,20.0,26.0
3791,202211-114492,2022-03-19,202211,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,11,0.0,52.0
3792,202212-114492,2022-03-26,202212,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,12,20.0,79.0
3793,202213-114492,2022-04-02,202213,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,13,21.0,106.0
3794,202214-114492,2022-04-09,202214,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,14,34.0,89.0
3795,202215-114492,2022-04-16,202215,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,15,50.0,44.0
3796,202216-114492,2022-04-23,202216,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,16,41.0,25.0
3797,202217-114492,2022-04-30,202217,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,17,26.0,22.0
3798,202218-114492,2022-05-07,202218,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,18,29.0,34.0
3799,202219-114492,2022-05-14,202219,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,19,25.0,66.0
3800,202220-114492,2022-05-21,202220,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,20,22.0,138.0
3801,202221-114492,2022-05-28,202221,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,21,34.0,120.0
3802,202222-114492,2022-06-04,202222,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,22,62.0,57.0
3803,202223-114492,2022-06-11,202223,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,23,39.0,28.0
3804,202224-114492,2022-06-18,202224,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,24,28.0,16.0
3805,202225-114492,2022-06-25,202225,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,25,20.0,16.0
3806,202226-114492,2022-07-02,202226,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,26,20.0,25.0
3807,202227-114492,2022-07-09,202227,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,27,24.0,51.0
3808,202228-114492,2022-07-16,202228,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,28,25.0,66.0
3809,202229-114492,2022-07-23,202229,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,29,27.0,105.0
3810,202230-114492,2022-07-30,202230,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,30,47.0,65.0
3811,202231-114492,2022-08-06,202231,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,31,0.0,1.0
3812,202232-114492,2022-08-13,202232,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,32,51.0,31.0
3813,202233-114492,2022-08-20,202233,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,33,0.0,0.0
3814,202234-114492,2022-08-27,202234,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,34,34.0,17.0
3815,202235-114492,2022-09-03,202235,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,35,0.0,0.0
3816,202236-114492,2022-09-10,202236,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,36,22.0,14.0
3817,202237-114492,2022-09-17,202237,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,37,121.0,0.0
3818,202238-114492,2022-09-24,202238,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,38,37.0,21.0
3819,202239-114492,2022-10-01,202239,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,39,0.0,0.0
3820,202240-114492,2022-10-08,202240,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,40,27.0,26.0
3821,202241-114492,2022-10-15,202241,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,41,0.0,0.0
3822,202242-114492,2022-10-22,202242,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,42,20.0,47.0
3823,202243-114492,2022-10-29,202243,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,43,1.0,3.0
3824,202244-114492,2022-11-05,202244,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,44,20.0,98.0
3825,202245-114492,2022-11-12,202245,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,45,0.0,11.0
3826,202246-114492,2022-11-19,202246,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,46,27.0,90.0
3827,202247-114492,2022-11-26,202247,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,47,0.0,31.0
3828,202248-114492,2022-12-03,202248,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,48,33.0,80.0
3829,202249-114492,2022-12-10,202249,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,49,2.0,72.0
3830,202250-114492,2022-12-17,202250,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,50,26.0,94.0
3831,202251-114492,2022-12-24,202251,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,51,50.0,82.0
3832,202252-114492,2022-12-31,202252,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,52,2.0,159.0
3833,202301-114492,2023-01-07,202301,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,1,45.0,118.0
3834,202302-114492,2023-01-14,202302,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,2,0.0,230.0
3835,202303-114492,2023-01-21,202303,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,3,42.0,89.0
3836,202304-114492,2023-01-28,202304,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,4,0.0,319.0
3837,202305-114492,2023-02-04,202305,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,5,87.0,94.0
3838,202306-114492,2023-02-11,202306,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,6,1.0,360.0
3839,202307-114492,2023-02-18,202307,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,7,0.0,122.0
3840,202308-114492,2023-02-25,202308,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,8,20.0,94.0
3841,202309-114492,2023-03-04,202309,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,9,0.0,380.0
3842,202310-114492,2023-03-11,202310,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,10,40.0,151.0
3843,202311-114492,2023-03-18,202311,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,11,1.0,390.0
3844,202312-114492,2023-03-25,202312,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,12,1.0,120.0
3845,202313-114492,2023-04-01,202313,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,13,26.0,196.0
3846,202314-114492,2023-04-08,202314,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,14,0.0,394.0
3847,202315-114492,2023-04-15,202315,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,15,59.0,115.0
3848,202316-114492,2023-04-22,202316,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,16,46.0,211.0
3849,202317-114492,2023-04-29,202317,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,17,0.0,397.0
3850,202318-114492,2023-05-06,202318,114492,0,0,0,0,1,0,0,47,17.3,0,1,0,18,0.0,114.0
3851,202140-116466,2021-10-09,202140,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,40,0.0,236.0
3852,202141-116466,2021-10-16,202141,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,41,0.0,399.0
3853,202142-116466,2021-10-23,202142,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,42,35.0,216.0
3854,202143-116466,2021-10-30,202143,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,43,0.0,399.0
3855,202144-116466,2021-11-06,202144,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,44,0.0,115.0
3856,202146-116466,2021-11-20,202146,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,46,27.0,216.0
3857,202148-116466,2021-12-04,202148,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,48,0.0,398.0
3858,202149-116466,2021-12-11,202149,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,49,23.0,110.0
3859,202150-116466,2021-12-18,202150,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,50,95.0,104.0
3860,202151-116466,2021-12-25,202151,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,51,3.0,395.0
3861,202152-116466,2022-01-01,202152,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,52,1.0,108.0
3862,202201-116466,2022-01-08,202201,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,1,34.0,53.0
3863,202202-116466,2022-01-15,202202,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,2,1.0,394.0
3864,202203-116466,2022-01-22,202203,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,3,1.0,106.0
3865,202217-116466,2022-04-30,202217,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,17,31.0,249.5
3866,202218-116466,2022-05-07,202218,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,18,0.0,393.0
3867,202219-116466,2022-05-14,202219,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,19,20.0,41.0
3868,202220-116466,2022-05-21,202220,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,20,2.0,393.0
3869,202221-116466,2022-05-28,202221,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,21,38.0,27.0
3870,202222-116466,2022-06-04,202222,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,22,0.0,393.0
3871,202223-116466,2022-06-11,202223,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,23,30.0,21.0
3872,202224-116466,2022-06-18,202224,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,24,0.0,392.0
3873,202225-116466,2022-06-25,202225,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,25,20.0,29.0
3874,202226-116466,2022-07-02,202226,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,26,2.0,393.0
3875,202227-116466,2022-07-09,202227,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,27,6.0,96.0
3876,202228-116466,2022-07-16,202228,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,28,21.0,27.0
3877,202229-116466,2022-07-23,202229,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,29,0.0,392.0
3878,202230-116466,2022-07-30,202230,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,30,10.0,80.0
3879,202231-116466,2022-08-06,202231,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,31,22.0,43.0
3880,202232-116466,2022-08-13,202232,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,32,0.0,391.0
3881,202233-116466,2022-08-20,202233,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,33,63.0,41.0
3882,202234-116466,2022-08-27,202234,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,34,20.0,87.0
3883,202235-116466,2022-09-03,202235,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,35,0.0,390.0
3884,202236-116466,2022-09-10,202236,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,36,8.0,29.0
3885,202237-116466,2022-09-17,202237,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,37,37.0,70.0
3886,202238-116466,2022-09-24,202238,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,38,6.0,386.0
3887,202239-116466,2022-10-01,202239,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,39,2.0,241.0
3888,202240-116466,2022-10-08,202240,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,40,25.0,96.0
3889,202241-116466,2022-10-15,202241,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,41,2.0,383.0
3890,202242-116466,2022-10-22,202242,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,42,0.0,64.0
3891,202243-116466,2022-10-29,202243,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,43,49.0,221.0
3892,202244-116466,2022-11-05,202244,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,44,3.0,378.0
3893,202245-116466,2022-11-12,202245,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,45,0.0,65.0
3894,202246-116466,2022-11-19,202246,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,46,30.0,37.0
3895,202247-116466,2022-11-26,202247,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,47,11.0,371.0
3896,202248-116466,2022-12-03,202248,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,48,18.0,37.0
3897,202249-116466,2022-12-10,202249,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,49,21.0,45.0
3898,202250-116466,2022-12-17,202250,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,50,21.0,362.0
3899,202251-116466,2022-12-24,202251,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,51,65.0,33.0
3900,202252-116466,2022-12-31,202252,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,52,32.0,27.0
3901,202301-116466,2023-01-07,202301,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,1,4.0,357.0
3902,202302-116466,2023-01-14,202302,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,2,6.0,46.0
3903,202303-116466,2023-01-21,202303,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,3,20.0,27.0
3904,202304-116466,2023-01-28,202304,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,4,3.0,354.0
3905,202305-116466,2023-02-04,202305,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,5,20.0,44.0
3906,202306-116466,2023-02-11,202306,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,6,1.0,352.0
3907,202307-116466,2023-02-18,202307,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,7,11.0,29.0
3908,202308-116466,2023-02-25,202308,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,8,20.0,90.0
3909,202309-116466,2023-03-04,202309,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,9,1.0,351.0
3910,202310-116466,2023-03-11,202310,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,10,12.0,31.0
3911,202311-116466,2023-03-18,202311,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,11,27.0,105.0
3912,202312-116466,2023-03-25,202312,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,12,9.0,346.0
3913,202313-116466,2023-04-01,202313,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,13,0.0,53.0
3914,202314-116466,2023-04-08,202314,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,14,20.0,133.0
3915,202315-116466,2023-04-15,202315,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,15,0.0,345.0
3916,202316-116466,2023-04-22,202316,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,16,31.0,49.0
3917,202317-116466,2023-04-29,202317,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,17,41.0,102.0
3918,202318-116466,2023-05-06,202318,116466,0,0,0,0,1,0,0,48,15.6,0,1,0,18,0.0,344.0
3919,202206-119427,2022-02-12,202206,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,6,20.0,118.0
3920,202207-119427,2022-02-19,202207,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,7,1.0,342.0
3921,202208-119427,2022-02-26,202208,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,8,0.0,75.0
3922,202209-119427,2022-03-05,202209,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,9,20.0,172.0
3923,202210-119427,2022-03-12,202210,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,10,0.0,342.0
3924,202211-119427,2022-03-19,202211,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,11,0.0,88.0
3925,202212-119427,2022-03-26,202212,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,12,20.0,209.0
3926,202214-119427,2022-04-09,202214,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,14,1.0,342.0
3927,202215-119427,2022-04-16,202215,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,15,0.0,94.0
3928,202216-119427,2022-04-23,202216,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,16,40.0,213.0
3929,202217-119427,2022-04-30,202217,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,17,0.0,342.0
3930,202218-119427,2022-05-07,202218,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,18,16.5,96.0
3931,202219-119427,2022-05-14,202219,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,19,33.0,210.0
3932,202220-119427,2022-05-21,202220,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,20,0.0,341.0
3933,202221-119427,2022-05-28,202221,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,21,20.0,221.0
3934,202222-119427,2022-06-04,202222,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,22,8.0,337.0
3935,202223-119427,2022-06-11,202223,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,23,26.0,98.0
3936,202224-119427,2022-06-18,202224,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,24,1.0,335.0
3937,202225-119427,2022-06-25,202225,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,25,1.0,333.0
3938,202226-119427,2022-07-02,202226,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,26,0.0,97.0
3939,202227-119427,2022-07-09,202227,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,27,62.0,172.0
3940,202228-119427,2022-07-16,202228,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,28,1.0,333.0
3941,202229-119427,2022-07-23,202229,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,29,0.0,100.0
3942,202230-119427,2022-07-30,202230,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,30,86.0,109.0
3943,202231-119427,2022-08-06,202231,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,31,0.0,334.0
3944,202232-119427,2022-08-13,202232,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,32,34.0,92.0
3945,202233-119427,2022-08-20,202233,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,33,0.0,334.0
3946,202234-119427,2022-08-27,202234,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,34,10.0,100.0
3947,202235-119427,2022-09-03,202235,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,35,20.0,119.0
3948,202236-119427,2022-09-10,202236,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,36,2.0,333.0
3949,202237-119427,2022-09-17,202237,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,37,16.0,99.0
3950,202238-119427,2022-09-24,202238,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,38,20.0,119.0
3951,202239-119427,2022-10-01,202239,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,39,10.0,333.0
3952,202240-119427,2022-10-08,202240,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,40,0.0,98.0
3953,202241-119427,2022-10-15,202241,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,41,37.0,94.0
3954,202242-119427,2022-10-22,202242,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,42,1.0,331.0
3955,202243-119427,2022-10-29,202243,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,43,6.0,93.0
3956,202244-119427,2022-11-05,202244,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,44,24.0,126.0
3957,202245-119427,2022-11-12,202245,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,45,1.0,331.0
3958,202246-119427,2022-11-19,202246,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,46,6.0,83.0
3959,202247-119427,2022-11-26,202247,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,47,20.0,149.0
3960,202248-119427,2022-12-03,202248,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,48,1.0,333.0
3961,202249-119427,2022-12-10,202249,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,49,33.0,69.0
3962,202250-119427,2022-12-17,202250,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,50,20.0,153.0
3963,202251-119427,2022-12-24,202251,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,51,0.0,333.0
3964,202252-119427,2022-12-31,202252,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,52,0.0,87.0
3965,202301-119427,2023-01-07,202301,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,1,63.0,89.0
3966,202302-119427,2023-01-14,202302,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,2,0.0,333.0
3967,202303-119427,2023-01-21,202303,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,3,17.0,99.0
3968,202304-119427,2023-01-28,202304,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,4,8.5,77.0
3969,202305-119427,2023-02-04,202305,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,5,0.0,333.0
3970,202306-119427,2023-02-11,202306,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,6,14.0,109.0
3971,202307-119427,2023-02-18,202307,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,7,25.0,105.0
3972,202308-119427,2023-02-25,202308,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,8,0.0,334.0
3973,202309-119427,2023-03-04,202309,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,9,0.0,124.0
3974,202310-119427,2023-03-11,202310,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,10,23.0,141.0
3975,202311-119427,2023-03-18,202311,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,11,0.0,333.0
3976,202312-119427,2023-03-25,202312,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,12,6.0,151.0
3977,202313-119427,2023-04-01,202313,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,13,27.0,131.0
3978,202314-119427,2023-04-08,202314,119427,0,1,0,0,0,0,0,49,14.0,0,1,0,14,0.0,332.0
